company_id,year,free_cash_flow_cr,cash_from_operations_cr,cfo_pat_ratio,fcf_positive_flag,cash_quality_score,cash_quality_label,cash_conversion_label,cashflow_trend,cashflow_insight
BANKBARODA,TTM,-7559.0,-6274.0,-0.3114575059571088,0,10.11,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
BEL,Mar 2013,214.0,-1539.0,-1.6893523600439078,1,50.78,Moderate,Weak,Stable,Cash generation is stable with acceptable cash conversion.
BEL,Mar 2014,190.0,-569.0,-0.5976890756302521,1,51.96,Moderate,Weak,Declining,Cash flow profile remains stable.
BEL,Mar 2015,595.0,1434.0,1.1979949874686717,1,96.66,Strong,Good,Improving,Cash flow profile remains stable.
BEL,Mar 2016,790.0,2260.0,1.6903515332834704,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BEL,Mar 2017,3054.0,-61.0,-0.04005252790544977,1,53.86,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BEL,Mar 2018,-693.0,-687.0,-0.480083857442348,0,19.99,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BEL,Mar 2019,618.0,1514.0,0.8023317435082141,1,83.32,Strong,Good,Improving,Cash flow profile remains stable.
BEL,Mar 2020,1921.0,2570.0,1.4082191780821918,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BEL,Mar 2021,2498.0,5093.0,2.4252380952380954,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BEL,Mar 2022,-665.0,4207.0,1.7529166666666667,0,85.55,Strong,Excellent,Declining,Cash flow profile remains stable.
BEL,Mar 2023,3907.0,1199.0,0.4015405224380442,1,71.79,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BEL,Mar 2024,-1265.0,4659.0,1.1691342534504392,0,65.98,Moderate,Good,Declining,Cash flow profile remains stable.
BEL,TTM,-1265.0,4659.0,1.0259854657564413,0,60.28,Moderate,Good,Stable,Cash generation is stable with acceptable cash conversion.
BHARTIARTL,Mar 2013,3932.0,22608.0,9.972651080723423,1,100.0,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
BHARTIARTL,Mar 2014,1052.0,26233.0,8.689301093077178,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
BHARTIARTL,Mar 2015,5758.0,28059.0,5.558438985736926,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BHARTIARTL,Mar 2016,13851.0,27942.0,4.053677643986653,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BHARTIARTL,Mar 2017,-2400.0,28280.0,6.668238622966282,0,79.89,Strong,Excellent,Declining,Cash flow profile remains stable.
BHARTIARTL,Mar 2018,1914.0,29854.0,13.66941391941392,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BHARTIARTL,Mar 2019,-8216.0,20070.0,11.889810426540285,0,78.58,Strong,Excellent,Declining,Cash flow profile remains stable.
BHARTIARTL,Mar 2020,-11469.0,18129.0,-0.5912144534307331,0,3.96,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BHARTIARTL,Mar 2021,20919.0,48205.0,-3.8988191523778712,1,39.33,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
BHARTIARTL,Mar 2022,13539.0,55017.0,6.624563515954245,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
BHARTIARTL,Mar 2023,26093.0,65325.0,5.31659477496541,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BHARTIARTL,Mar 2024,27809.0,78898.0,9.219210095816779,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BHARTIARTL,TTM,27809.0,78898.0,5.710625361899247,1,100.0,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
BHEL,Mar 2013,646.0,1759.0,0.26281189302256086,1,50.78,Moderate,Weak,Stable,Cash generation is stable with acceptable cash conversion.
BHEL,Mar 2014,3644.0,4512.0,1.2884066247858366,1,88.11,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BHEL,Mar 2015,1471.0,821.0,0.5662068965517242,1,60.53,Moderate,Weak,Declining,Cash flow profile remains stable.
BHEL,Mar 2016,397.0,374.0,-0.5297450424929179,1,38.59,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BHEL,Mar 2017,-5.0,560.0,1.2307692307692308,0,51.63,Moderate,Excellent,Declining,Cash flow profile remains stable.
BHEL,Mar 2018,1950.0,989.0,2.2579908675799087,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BHEL,Mar 2019,-1941.0,-3860.0,-3.852295409181637,0,5.42,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BHEL,Mar 2020,-1015.0,-2892.0,1.9700272479564032,0,77.46,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BHEL,Mar 2021,518.0,560.0,-0.2074074074074074,1,38.61,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
BHEL,Mar 2022,-458.0,660.0,1.4831460674157304,0,60.14,Moderate,Excellent,Declining,Cash flow profile remains stable.
BHEL,Mar 2023,739.0,-741.0,-1.1330275229357798,1,38.06,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
BHEL,Mar 2024,-2382.0,-3713.0,-13.166666666666666,0,4.49,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BHEL,TTM,-2382.0,-3713.0,-8.343820224719101,0,4.46,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
BOSCHLTD,Dec 2012,47.0,871.0,0.9091858037578288,1,76.77,Strong,Good,Stable,Cash flow remains consistently strong with stable operating performance.
BOSCHLTD,Dec 2013,211.0,1057.0,1.1943502824858756,1,85.61,Strong,Good,Improving,Cash flow profile remains stable.
BOSCHLTD,Mar 2015,213.0,1396.0,1.0433482810164425,1,81.8,Strong,Good,Improving,Cash flow profile remains stable.
BOSCHLTD,Mar 2016,323.0,1318.0,0.8608752449379491,1,75.93,Strong,Good,Improving,Cash flow profile remains stable.
BOSCHLTD,Mar 2017,2703.0,1457.0,0.8368753589890867,1,77.33,Strong,Good,Improving,Cash flow profile remains stable.
BOSCHLTD,Mar 2018,559.0,1729.0,1.261123267687819,1,89.56,Strong,Excellent,Declining,Cash flow profile remains stable.
BOSCHLTD,Mar 2019,2359.0,593.0,0.3710888610763454,1,59.95,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BOSCHLTD,Mar 2020,463.0,1336.0,2.0553846153846154,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
BOSCHLTD,Mar 2021,372.0,835.0,1.7323651452282158,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
BOSCHLTD,Mar 2022,238.0,271.0,0.22267871815940837,1,49.64,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BOSCHLTD,Mar 2023,1476.0,1214.0,0.8525280898876404,1,74.76,Moderate,Good,Improving,"Cash generation is improving, although there is still room for stronger quality."
BOSCHLTD,Mar 2024,1536.0,1253.0,0.5032128514056224,1,63.59,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BOSCHLTD,TTM,1536.0,1253.0,0.6012476007677543,1,67.02,Moderate,Weak,Stable,Cash generation is stable with acceptable cash conversion.
BPCL,Mar 2013,2322.0,5926.0,3.0609504132231407,1,100.0,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
BPCL,Mar 2014,2707.0,9588.0,2.3656550703182826,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BPCL,Mar 2015,10206.0,20742.0,4.0814639905549,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BPCL,Mar 2016,1886.0,11119.0,1.3745827667202373,1,99.63,Strong,Excellent,Declining,Cash flow profile remains stable.
BPCL,Mar 2017,-6233.0,9041.0,0.9509834858525297,0,50.91,Moderate,Good,Declining,Cash flow profile remains stable.
BPCL,Mar 2018,4002.0,11068.0,1.1303104575163399,1,91.01,Strong,Good,Improving,Cash flow profile remains stable.
BPCL,Mar 2019,-294.0,10157.0,1.1910178236397748,0,58.95,Moderate,Good,Declining,Cash flow profile remains stable.
BPCL,Mar 2020,-3254.0,7881.0,2.1497545008183305,0,80.05,Strong,Excellent,Declining,Cash flow profile remains stable.
BPCL,Mar 2021,20981.0,23455.0,1.3542147806004619,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BPCL,Mar 2022,12198.0,20336.0,1.7407978085944187,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
BPCL,Mar 2023,4660.0,12466.0,5.849835757860159,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
BPCL,Mar 2024,25415.0,35936.0,1.3379500353698945,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BPCL,TTM,25415.0,35936.0,2.616572011067424,1,100.0,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
BRITANNIA,Mar 2013,348.0,320.0,1.2307692307692308,1,83.25,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
BRITANNIA,Mar 2014,425.0,671.0,1.6987341772151898,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BRITANNIA,Mar 2015,134.0,584.0,0.8476052249637155,1,74.92,Moderate,Good,Declining,Cash flow profile remains stable.
BRITANNIA,Mar 2016,254.0,959.0,1.1624242424242424,1,86.11,Strong,Good,Improving,Cash flow profile remains stable.
BRITANNIA,Mar 2017,291.0,441.0,0.49830508474576274,1,60.74,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BRITANNIA,Mar 2018,292.0,1249.0,1.2440239043824701,1,87.89,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BRITANNIA,Mar 2019,304.0,1156.0,1.000865800865801,1,78.73,Strong,Good,Improving,Cash flow profile remains stable.
BRITANNIA,Mar 2020,-41.0,1485.0,1.0652797704447632,0,46.41,Weak,Good,Declining,Cash generation is deteriorating and requires attention.
BRITANNIA,Mar 2021,2309.0,1876.0,1.0135062128579146,1,78.49,Strong,Good,Improving,Cash flow profile remains stable.
BRITANNIA,Mar 2022,2214.0,1300.0,0.8575197889182058,1,72.41,Moderate,Good,Declining,Cash flow profile remains stable.
BRITANNIA,Mar 2023,1019.0,2526.0,1.0906735751295338,1,81.39,Strong,Good,Declining,Cash flow profile remains stable.
BRITANNIA,Mar 2024,3050.0,2573.0,1.2057169634489222,1,86.78,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BRITANNIA,TTM,3050.0,2573.0,1.2085486143729451,1,87.29,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
CANBK,Mar 2013,7575.0,8010.0,2.674457429048414,1,100.0,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
CANBK,Mar 2014,13864.0,14244.0,5.330838323353293,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
CANBK,Mar 2015,5240.0,6344.0,2.1644489935175706,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
CANBK,Mar 2016,8903.0,9346.0,-3.686785009861933,1,38.71,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
CANBK,Mar 2017,2099.0,2575.0,1.824946846208363,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
CANBK,Mar 2018,-11607.0,-11120.0,2.871159308029951,0,76.68,Strong,Excellent,Declining,Cash flow profile remains stable.
CANBK,Mar 2019,17492.0,18237.0,26.20258620689655,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
CANBK,Mar 2020,-5734.0,-5289.0,2.7532535137948986,0,77.17,Strong,Excellent,Declining,Cash flow profile remains stable.
CANBK,Mar 2021,58002.0,59118.0,19.99256002705445,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
CANBK,Mar 2022,-510.0,919.0,0.14923676518350112,0,13.55,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
CANBK,Mar 2023,-41134.0,-39978.0,-3.523843102688409,0,6.06,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
CANBK,Mar 2024,13296.0,15046.0,0.9769495487306019,1,78.61,Strong,Good,Improving,Cash flow profile remains stable.
CANBK,TTM,13296.0,15046.0,0.9079717578902903,1,76.52,Strong,Good,Stable,Cash flow remains consistently strong with stable operating performance.
CHOLAFIN,Mar 2013,-3749.0,-3754.0,-12.188311688311689,0,16.16,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
CHOLAFIN,Mar 2014,-2530.0,-2447.0,-6.649456521739131,0,16.24,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
CHOLAFIN,Mar 2015,-2304.0,-2264.0,-5.099099099099099,0,16.04,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
CHOLAFIN,Mar 2016,-2946.0,-2809.0,-4.885217391304348,0,17.25,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
CHOLAFIN,Mar 2017,-1690.0,-1468.0,-2.0445682451253484,0,18.71,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
CHOLAFIN,Mar 2018,-7986.0,-7926.0,-8.633986928104575,0,16.17,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
CHOLAFIN,Mar 2019,-9328.0,-9317.0,-7.783625730994152,0,17.14,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
CHOLAFIN,Mar 2020,-2129.0,-2075.0,-1.9686907020872866,0,16.0,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
CHOLAFIN,Mar 2021,-10594.0,-8848.0,-5.817225509533202,0,15.1,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
CHOLAFIN,Mar 2022,-3931.0,-5571.0,-2.586350974930362,0,17.96,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
CHOLAFIN,Mar 2023,-29253.0,-27105.0,-10.170731707317072,0,14.4,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
CHOLAFIN,Mar 2024,-38538.0,-35683.0,-10.433625730994152,0,12.89,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
CHOLAFIN,TTM,-38538.0,-35683.0,-9.2634994807892,0,12.83,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
CIPLA,Mar 2013,-665.0,1398.0,0.9048543689320389,0,44.62,Weak,Good,Stable,Weak cash generation with below-average cash conversion.
CIPLA,Mar 2014,298.0,1563.0,1.1132478632478633,1,83.77,Strong,Good,Improving,Cash flow profile remains stable.
CIPLA,Mar 2015,223.0,1173.0,0.9544344995931652,1,76.47,Strong,Good,Declining,Cash flow profile remains stable.
CIPLA,Mar 2016,-2792.0,1741.0,1.2588575560375994,0,53.97,Moderate,Excellent,Declining,Cash flow profile remains stable.
CIPLA,Mar 2017,1078.0,2382.0,2.301449275362319,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
CIPLA,Mar 2018,629.0,1463.0,1.0324629498941424,1,78.6,Strong,Good,Declining,Cash flow profile remains stable.
CIPLA,Mar 2019,3.0,1691.0,1.133378016085791,1,81.32,Strong,Good,Declining,Cash flow profile remains stable.
CIPLA,Mar 2020,3182.0,3068.0,2.0453333333333332,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
CIPLA,Mar 2021,1381.0,3755.0,1.571787358727501,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
CIPLA,Mar 2022,1468.0,3326.0,1.3058500196309384,1,92.79,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
CIPLA,Mar 2023,862.0,3238.0,1.1429579950582422,1,85.42,Strong,Good,Declining,Cash flow profile remains stable.
CIPLA,Mar 2024,1152.0,4134.0,0.9951853635050554,1,82.0,Strong,Good,Improving,Cash flow profile remains stable.
CIPLA,TTM,1152.0,4134.0,0.8289552837377181,1,76.82,Strong,Good,Stable,Cash flow remains consistently strong with stable operating performance.
COALINDIA,Mar 2013,7276.0,9109.0,0.5248329108089421,1,71.03,Moderate,Weak,Stable,Cash generation is stable with acceptable cash conversion.
COALINDIA,Mar 2014,23105.0,14525.0,0.9611566966649021,1,89.19,Strong,Good,Improving,Cash flow profile remains stable.
COALINDIA,Mar 2015,15276.0,14382.0,1.0477161797916514,1,92.19,Strong,Good,Declining,Cash flow profile remains stable.
COALINDIA,Mar 2016,21308.0,13154.0,0.9219878040232705,1,87.82,Strong,Good,Improving,Cash flow profile remains stable.
COALINDIA,Mar 2017,16916.0,16461.0,1.7738146551724139,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
COALINDIA,Mar 2018,13368.0,21115.0,3.000142085819835,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
COALINDIA,Mar 2019,8460.0,16356.0,0.9365551992670637,1,86.73,Strong,Good,Declining,Cash flow profile remains stable.
COALINDIA,Mar 2020,6010.0,4977.0,0.2980239520958084,1,62.81,Moderate,Weak,Declining,Cash flow profile remains stable.
COALINDIA,Mar 2021,10774.0,10592.0,0.8338844276491891,1,83.21,Strong,Good,Improving,Cash flow profile remains stable.
COALINDIA,Mar 2022,15392.0,41107.0,2.365462078490045,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
COALINDIA,Mar 2023,12269.0,35734.0,1.1264382309365444,1,94.87,Strong,Good,Declining,Cash flow profile remains stable.
COALINDIA,Mar 2024,13617.0,18103.0,0.48443897348069254,1,71.72,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
COALINDIA,TTM,13617.0,18103.0,0.5270160116448326,1,72.74,Moderate,Weak,Stable,Cash generation is stable with acceptable cash conversion.
DABUR,Mar 2013,248.0,870.0,1.1357702349869452,1,78.65,Strong,Good,Stable,Cash flow remains consistently strong with stable operating performance.
DABUR,Mar 2014,994.0,1098.0,1.1986899563318778,1,83.29,Strong,Good,Improving,Cash flow profile remains stable.
DABUR,Mar 2015,171.0,1047.0,0.9803370786516854,1,74.71,Moderate,Good,Declining,Cash flow profile remains stable.
DABUR,Mar 2016,457.0,1187.0,0.9465709728867624,1,74.01,Moderate,Good,Improving,"Cash generation is improving, although there is still room for stronger quality."
DABUR,Mar 2017,420.0,1227.0,0.95859375,1,74.13,Moderate,Good,Declining,Cash flow profile remains stable.
DABUR,Mar 2018,551.0,1092.0,0.8041237113402062,1,68.53,Moderate,Good,Improving,"Cash generation is improving, although there is still room for stronger quality."
DABUR,Mar 2019,1837.0,1499.0,1.0366528354080222,1,78.54,Strong,Good,Improving,Cash flow profile remains stable.
DABUR,Mar 2020,1097.0,1614.0,1.1146408839779005,1,80.92,Strong,Good,Declining,Cash flow profile remains stable.
DABUR,Mar 2021,711.0,2115.0,1.247787610619469,1,86.15,Strong,Excellent,Declining,Cash flow profile remains stable.
DABUR,Mar 2022,529.0,1802.0,1.034443168771527,1,77.18,Strong,Good,Declining,Cash flow profile remains stable.
DABUR,Mar 2023,905.0,1488.0,0.8747795414462081,1,70.76,Moderate,Good,Improving,"Cash generation is improving, although there is still room for stronger quality."
DABUR,Mar 2024,1042.0,2013.0,1.1115405853119824,1,79.63,Strong,Good,Improving,Cash flow profile remains stable.
DABUR,TTM,1042.0,2013.0,1.14375,1,80.42,Strong,Good,Stable,Cash flow remains consistently strong with stable operating performance.
DIVISLAB,Mar 2013,225.0,480.0,0.7973421926910299,1,77.17,Strong,Weak,Stable,Cash flow remains consistently strong with stable operating performance.
DIVISLAB,Mar 2014,252.0,557.0,0.720569210866753,1,75.11,Strong,Weak,Improving,Cash flow profile remains stable.
DIVISLAB,Mar 2015,305.0,826.0,0.9694835680751174,1,84.21,Strong,Good,Improving,Cash flow profile remains stable.
DIVISLAB,Mar 2016,632.0,1038.0,0.9218472468916519,1,82.77,Strong,Good,Improving,Cash flow profile remains stable.
DIVISLAB,Mar 2017,10.0,1150.0,1.0849056603773586,1,86.25,Strong,Good,Declining,Cash flow profile remains stable.
DIVISLAB,Mar 2018,298.0,776.0,0.8848346636259977,1,76.8,Strong,Good,Improving,Cash flow profile remains stable.
DIVISLAB,Mar 2019,269.0,954.0,0.70509977827051,1,72.47,Moderate,Weak,Declining,Cash flow profile remains stable.
DIVISLAB,Mar 2020,1133.0,1216.0,0.8830791575889615,1,79.64,Strong,Good,Improving,Cash flow profile remains stable.
DIVISLAB,Mar 2021,2022.0,1947.0,0.9813508064516129,1,86.24,Strong,Good,Improving,Cash flow profile remains stable.
DIVISLAB,Mar 2022,-283.0,1912.0,0.6459459459459459,0,39.82,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
DIVISLAB,Mar 2023,-248.0,2459.0,1.3481359649122806,0,61.18,Moderate,Excellent,Improving,"Cash generation is improving, although there is still room for stronger quality."
DIVISLAB,Mar 2024,992.0,1261.0,0.788125,1,72.72,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
DIVISLAB,TTM,992.0,1261.0,0.6868191721132898,1,69.83,Moderate,Weak,Stable,Cash generation is stable with acceptable cash conversion.
DLF,Mar 2013,4004.0,2009.0,3.0119940029985006,1,100.0,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
DLF,Mar 2014,5392.0,1468.0,2.488135593220339,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DLF,Mar 2015,2135.0,2037.0,4.017751479289941,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
DLF,Mar 2016,2139.0,2957.0,9.695081967213115,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DLF,Mar 2017,-26.0,-898.0,-1.268361581920904,0,4.84,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
DLF,Mar 2018,-1832.0,270.0,0.060308242126423946,0,12.2,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
DLF,Mar 2019,2046.0,2043.0,1.5547945205479452,1,94.74,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DLF,Mar 2020,6864.0,356.0,-0.6033898305084746,1,40.47,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
DLF,Mar 2021,1610.0,1460.0,1.348107109879963,1,87.7,Strong,Excellent,Declining,Cash flow profile remains stable.
DLF,Mar 2022,3099.0,2832.0,1.888,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DLF,Mar 2023,1914.0,2375.0,1.1676499508357916,1,84.83,Strong,Good,Declining,Cash flow profile remains stable.
DLF,Mar 2024,1010.0,2539.0,0.9320851688693098,1,76.73,Strong,Good,Declining,Cash flow profile remains stable.
DLF,TTM,1010.0,2539.0,0.6341158841158842,1,66.43,Moderate,Weak,Stable,Cash generation is stable with acceptable cash conversion.
DMART,Mar 2013,-104.0,127.0,1.351063829787234,0,62.21,Moderate,Excellent,Stable,Cash generation is stable with acceptable cash conversion.
DMART,Mar 2014,-72.0,198.0,1.2298136645962734,0,58.89,Moderate,Excellent,Improving,"Cash generation is improving, although there is still room for stronger quality."
DMART,Mar 2015,-252.0,222.0,1.0471698113207548,0,52.08,Moderate,Good,Declining,Cash flow profile remains stable.
DMART,Mar 2016,-200.0,433.0,1.353125,0,63.85,Moderate,Excellent,Improving,"Cash generation is improving, although there is still room for stronger quality."
DMART,Mar 2017,-2027.0,455.0,0.9498956158663883,0,46.89,Weak,Good,Declining,Cash generation is deteriorating and requires attention.
DMART,Mar 2018,1194.0,730.0,0.9057071960297767,1,81.87,Strong,Good,Improving,Cash flow profile remains stable.
DMART,Mar 2019,-151.0,807.0,0.8946784922394678,0,48.15,Weak,Good,Declining,Cash generation is deteriorating and requires attention.
DMART,Mar 2020,-3377.0,1280.0,0.9838585703305149,0,48.88,Weak,Good,Declining,Cash generation is deteriorating and requires attention.
DMART,Mar 2021,265.0,1375.0,1.2511373976342128,1,92.08,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DMART,Mar 2022,83.0,1372.0,0.9195710455764075,1,80.34,Strong,Good,Declining,Cash flow profile remains stable.
DMART,Mar 2023,317.0,2630.0,1.1059714045416316,1,88.25,Strong,Good,Improving,Cash flow profile remains stable.
DMART,Mar 2024,278.0,2746.0,1.082807570977918,1,87.21,Strong,Good,Declining,Cash flow profile remains stable.
DMART,TTM,278.0,2746.0,1.0095588235294117,1,84.48,Strong,Good,Stable,Cash flow remains consistently strong with stable operating performance.
DRREDDY,Mar 2013,-59.0,1378.0,0.9024230517354289,0,42.23,Weak,Good,Stable,Weak cash generation with below-average cash conversion.
DRREDDY,Mar 2014,366.0,1970.0,1.0035659704533877,1,78.99,Strong,Good,Improving,Cash flow profile remains stable.
DRREDDY,Mar 2015,154.0,2524.0,1.0804794520547945,1,81.76,Strong,Good,Declining,Cash flow profile remains stable.
DRREDDY,Mar 2016,1653.0,3263.0,1.5312060065696855,1,98.95,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DRREDDY,Mar 2017,254.0,2144.0,1.6594427244582044,1,97.74,Strong,Excellent,Declining,Cash flow profile remains stable.
DRREDDY,Mar 2018,320.0,1803.0,1.903907074973601,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DRREDDY,Mar 2019,2101.0,2870.0,1.471794871794872,1,95.99,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DRREDDY,Mar 2020,2489.0,2984.0,1.472852912142152,1,96.38,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DRREDDY,Mar 2021,1315.0,3570.0,1.8288934426229508,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
DRREDDY,Mar 2022,246.0,2811.0,1.2882676443629697,1,85.45,Strong,Excellent,Declining,Cash flow profile remains stable.
DRREDDY,Mar 2023,1779.0,5888.0,1.3064122476148214,1,93.38,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
DRREDDY,Mar 2024,509.0,4543.0,0.8144496235209753,1,73.56,Moderate,Good,Declining,Cash flow profile remains stable.
DRREDDY,TTM,509.0,4543.0,0.8338839941262849,1,72.64,Moderate,Good,Stable,Cash generation is stable with acceptable cash conversion.
EICHERMOT,Dec 2012,-277.0,496.0,1.0442105263157895,0,52.83,Moderate,Good,Stable,Cash generation is stable with acceptable cash conversion.
EICHERMOT,Dec 2013,-74.0,716.0,1.3638095238095238,0,63.77,Moderate,Excellent,Improving,"Cash generation is improving, although there is still room for stronger quality."
EICHERMOT,Dec 2014,-167.0,1047.0,1.4914529914529915,0,69.15,Moderate,Excellent,Declining,Cash flow profile remains stable.
EICHERMOT,Mar 2016,462.0,1463.0,1.093423019431988,1,91.31,Strong,Good,Improving,Cash flow profile remains stable.
EICHERMOT,Mar 2017,-36.0,1708.0,1.0245950809838031,0,55.55,Moderate,Good,Declining,Cash flow profile remains stable.
EICHERMOT,Mar 2018,337.0,2482.0,1.2663265306122449,1,95.86,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
EICHERMOT,Mar 2019,915.0,1575.0,0.7149341806627326,1,75.77,Strong,Weak,Improving,Cash flow profile remains stable.
EICHERMOT,Mar 2020,186.0,1694.0,0.9272030651340997,1,81.0,Strong,Good,Declining,Cash flow profile remains stable.
EICHERMOT,Mar 2021,66.0,1691.0,1.2553823311061618,1,91.18,Strong,Excellent,Declining,Cash flow profile remains stable.
